Episode Number,Scene Number,Scene Description
4X01,Scene 10,"ASSISTANT DIRECTOR WALTER SKINNER'S OFFICE; FBI HEADQUARTERS; WASHINGTON, D.C."
4X01,Scene 11,"PROVIDENCE, RHODE ISLAND"
4X01,Scene 12,"MULDER'S APARTMENT; WASHINGTON, D.C."
4X01,Scene 13,"PROVIDENCE, RHODE ISLAND"
4X01,Scene 14,UNITED NATIONS BUILDING; NEW YORK CITY; ONE MONTH LATER
4X01,Scene 15,"PROVIDENCE, RHODE ISLAND"
4X02,Scene 1,"TRAVERSE CITY, MICHIGAN"
4X02,Scene 2,"LONG LAKE ROAD, NORTHERN MICHIGAN, 5:10 AM"
4X02,Scene 3,IN THE DRUGSTORE
4X02,Scene 4,THE RESIDENCE OF MARY LEFANTE
4X02,Scene 5,NEXT TO A HIGHWAY IN A NEARBY RURAL AREA
4X02,Scene 6,A HOSPITAL
4X02,Scene 7,AN UNKNOWN LOCATION
4X02,Scene 8,THE MIDLOTHIAN CORPORATE PARK
4X02,Scene 9,BACK AT THE UNKNOWN LOCATION WHERE ALICE BRANDT IS BEING HELD CAPTIVE
4X02,Scene 10,"FBI SPECIAL PHOTOGRAPHIC UNIT, WASHINGTON D.C."
4X02,Scene 11,THE TRAVERSE CITY POLICE STATION
4X02,Scene 12,BACK IN D.C. AT THE SPECIAL PHOTOGRAPHIC UNIT
4X02,Scene 13,OUTSIDE AN APARTMENT BUILDING CONSTRUCTION SITE IN MICHIGAN
4X02,Scene 14,AN INTERROGATION ROOM AT THE POLICE STATION
4X02,Scene 15,A RURAL AREA
4X02,Scene 16,THE POLICE STATION
4X02,Scene 17,THE DRUGSTORE
4X02,Scene 18,THE POLICE STATION
4X02,Scene 19,"AT THE FORMER OFFICE OF GERALD SCHNAUZ, SR."
4X02,Scene 20,THE UNKNOWN LOCATION WHERE ALICE BRANDT WAS HELD CAPTIVE
4X02,Scene 21,BACK AT SCHNAUZ'S FATHER'S DENTAL OFFICE
4X02,Scene 22,AT THE CEMETARY WHERE SCHNAUZ'S FATHER IS BURIED
4X02,Scene 23,THE UNKNOWN PLACE WHERE SCULLY IS HELD CAPTIVE
4X02,Scene 24,SCULLY'S APARTMENT
4X03,Scene 1,PEACOCK RESIDENCE
4X03,Scene 2,HOME...
4X03,Scene 3,"POLICE STATION; HOME, PENNSYLVANIA"
4X03,Scene 4,"PEACOCK RESIDENCE; HOME, PENNSYLVANIA"
4X03,Scene 5,SHERIFF TAYLOR'S RESIDENCE; 3 SWEETGUM LANE
4X03,Scene 6,"PEACOCK RESIDENCE; HOME, PENNSYLVANIA"
4X03,Scene 7,MULDER'S HOTEL ROOM
4X03,Scene 8,"PEACOCK RESIDENCE; HOME, PENNSYLVANIA"
4X03,Scene 9,SHERIFF TAYLOR'S RESIDENCE; 3 SWEETGUM LANE
4X03,Scene 10,MULDER'S HOTEL ROOM
4X03,Scene 11,SHERIFF TAYLOR'S RESIDENCE; 3 SWEETGUM LANE
4X03,Scene 12,"PEACOCK RESIDENCE; HOME, PENNSYLVANIA"
4X03,Scene 13,"HOME, PENNSYLVANIA"
4X04,Scene 1,"PLANE INTERIOR MAY 17, 1996"
4X04,Scene 2,FBI HEADQUARTERS 5:17 AM
4X04,Scene 3,FBI PATHOLOGY LAB 7:25 AM
4X04,Scene 4,
4X04,Scene 5,"FBI HEADQUARTERS WASHINGTON, DC"
4X04,Scene 6,
4X04,Scene 7,"UNITED NATIONS BUILDING NEW YORK, NY"
4X04,Scene 8,BUS STOP
4X04,Scene 9,
4X04,Scene 10,ABOAH’S APARTMENT HALLWAY
4X04,Scene 11,"INS OFFICE PHILADELPHIA, PA"
4X04,Scene 12,SAMUEL ABOAH’S RESIDENCE 800 DEMOTT AVENUE 1:15 PM
4X04,Scene 13,"MT ZION MEDICAL CENTER PHILADELPHIA, PA 5:45 PM"
4X04,Scene 14,"BURKINA FASO EMBASSY WASHINGTON, DC 6:45 PM"
4X04,Scene 15,HOSPITAL
4X04,Scene 16,EMBASSY OFFICE
4X04,Scene 17,HOSPITAL X-RAY VIEWING ROOM
4X04,Scene 18,NIGHT
4X04,Scene 19,HOSPITAL CORRIDOR NEAR THE CART
4X04,Scene 20,
4X04,Scene 21,
4X04,Scene 22,
4X05,Scene 1,
4X05,Scene 2,"TEMPLE OF THE SEVEN STAGE; APISON, TENNESSE; 5:15 AM"
4X05,Scene 3,"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE; 7:25 AM"
4X05,Scene 4,8:12 AM
4X05,Scene 5,"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE"
4X05,Scene 6,INTERROGATION ROOM
4X05,Scene 7,"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE"
4X05,Scene 8,TEMPLE OF THE SEVEN STARS; 4:27 PM
4X05,Scene 9,TENNESSEE
4X05,Scene 10,"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE"
4X05,Scene 11,HAMILTON COUNTY HALL OF RECORDS; 4:12 AM
4X05,Scene 12,"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE"
4X05,Scene 13,TEMPLE OF THE SEVEN STARS
4X05,Scene 14,"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE"
4X05,Scene 15,TEMPLE OF THE SEVEN STARS
4X05,Scene 16,"FEDERAL COMMAND CENTER; CHATTANOOGA, TENNESSEE"
4X05,Scene 17,TEMPLE OF THE SEVEN STARS
4X06,Scene 1,"AESTHETIC SURGERY UNIT GREENWOOD MEMORIAL HOSPITAL CHICAGO, IL"
4X06,Scene 2,OPERATING ROOM
4X06,Scene 3,OFFICE IN HOSPITAL
4X06,Scene 4,GREENWOOD MEMORIAL HOSPITAL
4X06,Scene 5,BOARD ROOM
4X06,Scene 6,PREP ROOM
4X06,Scene 7,MULDER’S HOTEL ROOM
4X06,Scene 8,SCRUB ROOM
4X06,Scene 9,
4X06,Scene 10,CONFERENCE ROOM
4X06,Scene 11,REBECCA WAITE’S HOUSE
4X06,Scene 12,"1953 GARDNER ST WINNETKA, IL"
4X06,Scene 13,DR. FRANKLYN’S BEDROOM
4X06,Scene 14,MULDER’S HOTEL ROOM 3:40 AM
4X06,Scene 15,SCRUB ROOM
4X06,Scene 16,CAR
4X06,Scene 17,PRE-OP
4X06,Scene 18,HOSPITAL OFFICE
4X06,Scene 19,
4X06,Scene 20,
4X06,Scene 21,HOSPITAL CORRIDOR
4X06,Scene 22,OPERATING ROOM
4X06,Scene 23,DR. FRANKLYN’S HOUSE
4X06,Scene 24,HOSPITAL CORRIDOR
4X06,Scene 25,
4X06,Scene 26,
4X06,Scene 27,
4X06,Scene 28,
4X06,Scene 29,WARD
4X06,Scene 30,OPERATING ROOM
4X06,Scene 31,CITY OF ANGELS MEDICAL CENTER
4X07,Scene 1,"WASHINGTON, D.C."
4X07,Scene 2,"CENTER FOR SPECIAL WARFARE; FT. BRAGG, NORTH CAROLINA; OCTOBER 30, 1962"
4X07,Scene 3,"DALLAS, TEXAS; NOVEMBER 22, 1963; WESTBROOK DRIVE; IRVING, TEXAS; 6:59 A.M."
4X07,Scene 4,TEXAS SCHOOL BOOK DEPOSITORY; 8:00 AM
4X07,Scene 5,TRINITY RIVER OVERFLOW OUTLET; 11:15 AM
4X07,Scene 6,TRINITY RIVER OVERFLOW OUTLET
4X07,Scene 7,TEXAS SCHOOL BOOK DEPOSITORY
4X07,Scene 8,TRINITY RIVER OVERFLOW OUTLET
4X07,Scene 9,TEXAS SCHOOL BOOK DEPOSITORY
4X07,Scene 10,TRINITY RIVER OVERFLOW OUTLET
4X07,Scene 11,TEXAS SCHOOL BOOK DEPOSITORY
4X07,Scene 12,TRINITY RIVER OVERFLOW OUTLET
4X07,Scene 13,TEXAS SCHOOL BOOK DEPOSITORY
4X07,Scene 14,TRINITY RIVER OVERFLOW OUTLET
4X07,Scene 15,TEXAS SCHOOL BOOK DEPOSITORY
4X07,Scene 16,TRINITY RIVER OVERFLOW OUTLET
4X07,Scene 17,TEXAS SCHOOL BOOK DEPOSITORY
4X07,Scene 18,TRINITY RIVER OVERFLOW OUTLET
4X07,Scene 19,OSWALD'S BOARDING ROOM; 1:03 PM
4X07,Scene 20,TENTH &amp; PATTON; 1:15 PM
4X07,Scene 21,TEXAS THEATRE; 1:45 PM
4X07,Scene 22,"WASHINGTON, D.C."
4X07,Scene 23,THE CIGARETTE-SMOKING MAN'S APARTMENT
4X07,Scene 24,AN UNKNOWN LOCATION
4X07,Scene 25,"MEMPHIS, TENNESSEE; APRIL 3, 1968; 9:15 PM"
4X07,Scene 26,"ROOMING HOUSE; 418 S. MAIN; APRIL 4, 1968; 5:15 PM"
4X07,Scene 27,DIRECTLY ACROSS FROM LORRAINE MOTEL ROOM 306; 5:57 PM
4X07,Scene 28,ROOMING HOUSE; 418 S. MAIN
4X07,Scene 29,"WASHINGTON, D.C."
4X07,Scene 30,"WASHINGTON D.C.; DECEMBER 24, 1991"
4X07,Scene 31,THE CIGARETTE-SMOKING MAN'S APARTMENT
4X07,Scene 32,"DOGWAY, WEST VIRGINIA; DECEMBER 24, 1991; 10:21 PM"
4X07,Scene 33,"WASHINGTON, D.C."
4X07,Scene 34,"WASHINGTON, D.C.; MARCH 6, 1992"
4X07,Scene 35,"WASHINGTON, D.C."
4X07,Scene 36,THE CIGARETTE SMOKING MAN'S APARTMENT
4X07,Scene 37,"NEWSTAND; WASHINGTON, D.C."
4X07,Scene 38,"WASHINGTON, D.C."
4X08,Scene 1,"MULDER'S APARTMENT; WASHINGTON, D.C."
4X08,Scene 2,"BOSHER'S RUN PARK; MANASSAS, VIRGINIA"
4X08,Scene 3,"FBI HEADQUARTERS; WASHINGTON, D.C."
4X08,Scene 4,AUTOPSY LAB
4X08,Scene 5,"NORRISTOWN, PENNSYLVANIA"
4X08,Scene 6,"HOLLYVILLE, DELAWARE"
4X08,Scene 7,"LORTON REFORMATORY; LORTON, VIRGINIA"
4X08,Scene 8,"FBI HEADQUARTERS; WASHINGTON, D.C."
4X08,Scene 9,"LORTON REFORMATORY; LORTON, VIRGINIA"
4X08,Scene 10,"GREENWICH, CONNECTICUT"
4X08,Scene 11,"FBI HEADQUARTERS; WASHINGTON, D.C."
4X08,Scene 12,"LORTON REFORMATORY; LORTON, VIRGINIA"
4X08,Scene 13,"FORKS OF CACAPON, WEST VIRGINIA"
4X08,Scene 14,AUTOPSY LAB
4X08,Scene 15,"LORTON REFORMATORY; LORTON, VIRGINIA"
4X08,Scene 16,SEABOARD AIR FLIGHT #1650; WASHINGTON TO BOSTON
4X08,Scene 17,"FBI HEADQUARTERS; WASHINGTON, D.C."
4X08,Scene 18,"MARTHA'S VINEYARD, MASSACHUSETTS"
4X08,Scene 19,HOTEL
4X08,Scene 20,"NEW FRIENDS DAY CARE; SWAMPSCOTT, MASSACHUSETTS"
4X08,Scene 21,"FBI HEADQUARTERS; WASHINGTON, D.C."
4X09,Scene 1,"SENATE SELECT SUBCOMMITTEE ON INTELLIGENCE AND TERRORISM WASHINGTON, DC"
4X09,Scene 2,HONOLULU AIRPORT US CUSTOMS TEN DAYS EARLIER
4X09,Scene 3,
4X09,Scene 4,"FLUSHING, QUEENS NEW YORK CITY, NY 3:07 AM"
4X09,Scene 5,"DULLES INTERNATIONAL AIRPORT HERNDON, VI"
4X09,Scene 6,
4X09,Scene 7,"CRYSTAL CITY, VI 11:02 PM"
4X09,Scene 8,"NASA-GODDARD SPACE FLIGHT CENTER GREENBELT, MD"
4X09,Scene 9,
4X09,Scene 10,FBI HEADQUARTERS 11:17 AM
4X09,Scene 11,
4X09,Scene 12,
4X09,Scene 13,
4X09,Scene 14,"UPPER WEST SIDE NEW YORK CITY, NY 12:36 PM"
4X09,Scene 15,
4X09,Scene 16,
4X09,Scene 17,JFK INTERNATIONAL AIRPORT NEW YORK CITY
4X09,Scene 18,"CHARLOTTESVILLE, VI"
4X09,Scene 19,
4X09,Scene 20,"TUNGUSKA, SIBERIAN FOREST RUSSIA"
4X09,Scene 21,
4X09,Scene 22,SENATE EXECUTIVE OFFICE BUILDING
4X09,Scene 23,
4X09,Scene 24,
4X10,Scene 1,"HARROW CONVALESCENT HOME, BOCA RATON, FL"
4X10,Scene 2,
4X10,Scene 3,"Interior of the gulag. Mulder is sleeping, huddled into a ball."
4X10,Scene 4,"NASA GODDARD SPACE FLIGHT CENTER GREENBELT, MD"
4X10,Scene 5,"RICHMOND, VI  Peskow is sitting at a bus stop, peeling an apple. He offers some to the woman sitting next to him."
4X10,Scene 6,"CHARLOTTESVILLE, VI"
4X10,Scene 7,OUTSIDE SCULLY’S APARTMENT
4X10,Scene 8,
4X10,Scene 9,
4X10,Scene 10,"WELL-MANICURED MAN’S FARM. CHARLOTTESVILLE, VA"
4X10,Scene 11,TUNGUSKA
4X10,Scene 12,
4X10,Scene 13,
4X10,Scene 14,"SENATE SUBCOMMITTEE ON INTELLIGENCE AND TERRORISM WASHINGTON, D.C."
4X10,Scene 15,
4X10,Scene 16,"Woods, daylight. The truck driver enters the clearing. He roots around in the leaves and angrily pulls Agent Mulder out."
4X10,Scene 17,
4X10,Scene 18,
4X10,Scene 19,
4X10,Scene 20,CONTAINMENT LAB AT NASA GODDARD
4X10,Scene 21,"WELL-MANICURED MAN’S FARM. CHARLOTTESVILLE, VA"
4X10,Scene 22,INTERIOR. SENATE SUB-COMMITTEE.
4X10,Scene 23,"HARROW CONVALESCENT HOME BOCA RATON, FLORIDA 8:15 PM"
4X10,Scene 24,"AT THE CONVALESCENT HOME, 9:32 PM."
4X10,Scene 25,"FEDERAL CORRECTIONAL FACILITY, NEW YORK CITY"
4X10,Scene 26,"BORDER CROSSING, ALBERTA CANADA"
4X10,Scene 27,
4X10,Scene 28,INTERIOR. SENATE SUB-COMMITTEE CHAMBERS.
4X10,Scene 29,"ST. PETERSBURG, RUSSIA."
4X10,Scene 30,
4X11,Scene 1,
4X11,Scene 1,"MIGRANT WORKERS CAMP SAN JOAQUIN VALLEY, CA  </p>"
4X11,Scene 2,
4X11,Scene 3,"INS SERVICE PROCESSING CENTER FRESNO, CA"
4X11,Scene 4,FRESNO COUNTY MORGUE
4X11,Scene 5,
4X11,Scene 6,
4X11,Scene 7,CRIME SCENE
4X11,Scene 8,BARBER’S SHOP
4X11,Scene 9,STREET CORNER
4X11,Scene 10,"MYCOLOGY LAB CALIFORNIA STATE UNIVERSITY, FRESNO"
4X11,Scene 11,STREET CORNER
4X11,Scene 12,CONSTRUCTION SITE
4X11,Scene 13,MEADOWVIEW ESTATES UPPER FRESNO COUNTY
4X11,Scene 14,MYCOLOGY LAB
4X11,Scene 15,TRUCK STOP
4X11,Scene 16,HIGHWAY 99 FRESNO COUNTY
4X11,Scene 17,GABRIELLE’S APARTMENT
4X11,Scene 18,LA RANCHERA MARKET DOWNTOWN FRESNO
4X11,Scene 19,OUTSIDE GABRIELLE’S APARTMENT BUILDING
4X11,Scene 20,OUTSIDE GROCERY STORE
4X11,Scene 21,GABRIELLE’S APARTMENT BUILDING
4X11,Scene 22,GABRIELLE’S APARTMENT
4X11,Scene 23,OUTSIDE
4X11,Scene 24,MIGRANT CAMP
4X11,Scene 25,SKINNER’S OFFICE
4X11,Scene 26,NIGHT
4X12,Scene 1,BEN ZION CEMETERY BROOKLYN NEW YORK - DAY
4X12,Scene 2,GROCERY STORE
4X12,Scene 3,CEMETERY
4X12,Scene 4,GROCERY STORE
4X12,Scene 5,CEMETERY
4X12,Scene 6,CEMETERY - NIGHT
4X12,Scene 7,X-FILES OFFICE
4X12,Scene 8,"WEISS RESIDENCE WILLIAMSBURG, NEW YORK"
4X12,Scene 9,STUDY
4X12,Scene 10,OUTSIDE
4X12,Scene 11,CAR
4X12,Scene 12,STREET
4X12,Scene 13,BJUNES COPY SHOP 1525 AVENUE J
4X12,Scene 14,BACKROOM BJUNES COPY SHOP
4X12,Scene 15,COPY SHOP
4X12,Scene 16,CEMETERY - NIGHT
4X12,Scene 17,LATER
4X12,Scene 18,STREET
4X12,Scene 19,COPY SHOP
4X12,Scene 20,JUDAIC LIBRARY
4X12,Scene 21,WEISS RESIDENCE
4X12,Scene 22,PARK STREET SYNAGOGUE
4X12,Scene 23,TWENTY-FIRST PRECINCT HOLDING AREA
4X12,Scene 24,INTERROGATION ROOM
4X12,Scene 25,OTHER ROOM
4X12,Scene 26,INTERROGATION ROOM
4X12,Scene 27,BJUNES COPY STORE
4X12,Scene 28,JUDAICA ARCHIVES UPPER EAST SIDE MANHATTAN
4X12,Scene 29,COPY SHOP
4X12,Scene 30,INSIDE
4X12,Scene 31,LATER
4X12,Scene 32,WEISS RESIDENCE
4X12,Scene 33,INSIDE
4X12,Scene 34,SYNAGOGUE
4X12,Scene 35,UPSTAIRS
4X12,Scene 36,OUTSIDE
4X12,Scene 37,INSIDE
4X12,Scene 38,DOWNSTAIRS
4X12,Scene 39,UPSTAIRS
4X13,Scene 1,"PHILADEPHIA, PA COURTROOM"
4X13,Scene 2,HARD 8 LOUNGE
4X13,Scene 3,"VIETNAM VETERANS MEMORIAL CONSTITUTION GARDENS WASHINGTON,D.C. 2:35 A.M."
4X13,Scene 4,JERSE’S OFFICE CUBICLE
4X13,Scene 5,"X-FILES OFFICE WASHINGTON, DC"
4X13,Scene 6,JERSE’S APARTMENT
4X13,Scene 7,MOUNTAIN HIGHWAY
4X13,Scene 8,"PHILADELPHIA, PA"
4X13,Scene 9,"ADAM’S INN PHILADELPHIA, PA 5:23 P.M."
4X13,Scene 10,"JERSE""S APARTMENT"
4X13,Scene 11,HARD EIGHT LOUNGE
4X13,Scene 12,SVO’S TATTOO SHOP  Water is sprayed on SCULLY’s bare lower back. An area is shaved.
4X13,Scene 13,"FBI HEADQUARTERS WASHINGTON, DC"
4X13,Scene 14,JERSE’S APARTMENT
4X13,Scene 15,X-FILES OFFICE
4X13,Scene 16,X-FILES OFFICE
4X14,Scene 1,"PITTSBURGH, PA"
4X14,Scene 2,MORGUE
4X14,Scene 3,"MONGHEHELA GENERAL HOSPITAL PITTSBURGH, PA"
4X14,Scene 4,EXAMINATION ROOM
4X14,Scene 5,INTERIOR OF BETTS’ APARTMENT
4X14,Scene 6,EXTERIOR OF HOSPITAL
4X14,Scene 7,HOSPITAL LAB
4X14,Scene 8,AMBULANCE
4X14,Scene 9,DR. CHARLES BURKS’ LAB UNIVERSITY OF MARYLAND COLLEGE PARK DR. CHARLES BURKS’ LAB
4X14,Scene 10,TANNER HOUSE
4X14,Scene 11,"ALLEGHENY CATHOLIC HOSPITAL PITTSBURGH, PA NIGHT"
4X14,Scene 12,PARKING LOT
4X14,Scene 13,TANNER HOUSE
4X14,Scene 14,SEEDY BAR
4X14,Scene 15,TANNER HOUSE
4X14,Scene 16,STORAGE LOCKER 112
4X14,Scene 17,LATER ON AT THE STORAGE LOCKER
4X14,Scene 18,HOSPITAL AUTOPSY BAY
4X14,Scene 19,TANNER HOUSE
4X14,Scene 20,ELAINE TANNER RESIDENCE 11:32 PM
4X14,Scene 21,ER ENTRANCE AT HOSPITAL
4X14,Scene 22,CAR
4X14,Scene 23,SCULLY’S BEDROOM 2:08 AM
4X15,Scene 1,
4X15,Scene 2,"HOLY CROSS MEMORIAL HOSPITAL WASHINGTON, DC"
4X15,Scene 3,SKINNER'S OFFICE
4X15,Scene 4,"ALLENTOWN, PA"
4X15,Scene 5,FRONT OF APARTMENT BUILDING NIGHTTIME
4X15,Scene 6,IN APARTMENT
4X15,Scene 7,ALLENTOWN BETHLEHEM MEDICAL CENTER
4X15,Scene 8,
4X15,Scene 9,
4X15,Scene 10,
4X15,Scene 11,
4X15,Scene 12,"CENTER FOR REPRODUCTIVE MEDICINE LEHIGH FURNACE, PA"
4X15,Scene 13,
4X15,Scene 14,
4X15,Scene 15,
4X15,Scene 16,
4X15,Scene 17,
4X15,Scene 18,
4X15,Scene 19,
4X15,Scene 20,
4X15,Scene 21,ALLENTOWN BETHLEHEM MEDICAL CENTER 9:47PM
4X15,Scene 22,5:05AM
4X15,Scene 23,
4X16,Scene 1,"U.S CAPITOL MALL NEAR THE VIETNAM WAR MEMORIAL, WASHINGTON, D.C."
4X16,Scene 2,"FORT EVANSTON, MARYLAND TWELVE HOURS EARLIER"
4X16,Scene 3,"FBI HEADQUARTERS, NOVEMBER 12, 7:18 AM"
4X16,Scene 4,"DEMETER, VIRGINIA, 8:48 AM"
4X16,Scene 5,11:48 AM
4X16,Scene 6,"ARMY CENTRAL IDENTIFICATION LAB, 1:22 PM"
4X16,Scene 7,3:44 PM
4X16,Scene 8,"ARMY DETENTION CENTER, FORT EVANSTON, MARYLAND, 4:08 PM"
4X16,Scene 9,LINCOLN MEMORIAL
4X16,Scene 10,STREET
4X16,Scene 11,5:05 PM
4X17,Scene 1,FLIGHT 549
4X17,Scene 2,"THE HEADLESS WOMAN'S PUB; WASHINGTON, D.C."
4X17,Scene 3,"NORTHVILLE, NEW YORK; 4:02 A.M."
4X17,Scene 4,FLIGHT 549 CRASH SITE; 5:52 A.M.
4X17,Scene 5,FULTON COUNTY AIRPORT; 7:12 P.M.
4X17,Scene 6,HANGAR
4X17,Scene 7,"PARADISE MOTEL; NORTHVILLE, NEW YORK; 10:16 P.M."
4X17,Scene 8,HANGAR
4X17,Scene 9,VON DREHLE AIR FORCE; RESERVE INSTALLATION; 9:37 A.M.
4X17,Scene 10,"NORTHVILLE, NEW YORK; 2:32 P.M."
4X17,Scene 11,VON DREHLE AIR FORCE; RESERVE INSTALLATION
4X17,Scene 12,8:21 P.M.
4X17,Scene 13,FLIGHT 549 CRASH SITE; 10:14 P.M.
4X17,Scene 14,"SCULLY'S HOUSE; WASHINGTON, D.C."
4X17,Scene 15,"THE HEADLESS WOMAN'S PUB; WASHINGTON, D.C."
4X17,Scene 16,GREAT SCANDAGA LAKE
4X18,Scene 1,
4X18,Scene 2,"THE HEADLESS WOMAN'S PUB; WASHINGTON, D.C."
4X18,Scene 3,VON DREHLE AIR FORCE; RESERVE INSTALLATION
4X18,Scene 4,"BARNES CORNERS, NEW YORK"
4X18,Scene 5,GREAT SACANDAGA LAKE
4X18,Scene 6,HANGAR
4X18,Scene 7,"BARNES CORNERS, NEW YORK"
4X18,Scene 8,NORTHEAST GEORGETOWN MENTAL HEALTH CENTER
4X18,Scene 9,SYRACUSE HANCOCK INTERNATIONAL AIRPORT
4X18,Scene 10,"WASHINGTON NATIONAL AIRPORT; WASHINGTON, D.C."
4X18,Scene 11,"BARNES CORNERS, NEW YORK"
4X19,Scene 1,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
4X19,Scene 2,MULDER'S OFFICE
4X19,Scene 3,"BOSTON MEDICAL EXAMINER'S OFFICE, 11:35 AM"
4X19,Scene 4,"6TH PRECINCT, 12:22 PM"
4X19,Scene 5,"HOTEL JAMES MONROE, 6:05 PM"
4X19,Scene 6,HOTEL ROOM
4X19,Scene 7,"BIO-MEDICAL RESEARCH FACILITY, 10:22 PM"
4X19,Scene 8,PUBLIC SQUARE
4X19,Scene 9,POLICE STATION
4X19,Scene 10,BIOMEDICAL RESEARCH FACILITY
4X20,Scene 1,"TABLERS COMMUNITY HOSPITAL MARTINSBURG, WEST VIRGINIA"
4X20,Scene 2,HIGHWAY
4X20,Scene 3,AMANDA NELLIGAN'S HOSPITAL ROOM
4X20,Scene 4,"OFFICE OF DR. ALTON PUGH, OB-GYN"
4X20,Scene 5,ROOM
4X20,Scene 6,INTERVIEW ROOM
4X20,Scene 7,POLICE STATION
4X20,Scene 8,SEVENTEEN PROSPECT PARKWAY
4X20,Scene 9,MORGUE
4X20,Scene 10,AMANDA NELLIGAN'S HOSPITAL ROOM
4X20,Scene 11,LOCKER ROOM
4X20,Scene 12,HALLWAY
4X20,Scene 13,HOSPITAL BASEMENT
4X20,Scene 14,FBI HEADQUARTERS WASHINGTON. D.C.
4X20,Scene 15,MULDER'S APARTMENT
4X20,Scene 16,SCULLY'S APARTMENT
4X20,Scene 17,CUMBERLAND REFORMATORY ONE MONTH LATER
4X21,Scene 1,"TRANSCONTINENTAL EXPRESS ROUTING CENTER DESMOND, VIRGINIA"
4X21,Scene 2,
4X21,Scene 3,"AUDREY COUNTY MORGUE, 12:22 AM"
4X21,Scene 4,"POLICE FORENSIC LAB, DESMOND, VIRGINIA, 2:35 AM"
4X21,Scene 5,
4X21,Scene 6,9:14 AM
4X21,Scene 7,"ELSINORE, MARYLAND, 1:15 PM"
4X21,Scene 8,
4X21,Scene 9,FBI SPECIAL PHOTOGRAPHY UNIT
4X21,Scene 10,"J.F.K. ELEMENTARY SCHOOL, PAYSON, SOUTH CAROLINA"
4X21,Scene 11,PAYSON COMMUNITY HOSPITAL
4X21,Scene 12,"CRYSTAL CITY, VIRGINIA, 11:02 PM"
4X22,Scene 1,ANGIE'S MIDNIGHT BOWL WASHINGTON DC
4X22,Scene 2,ANGIE'S MIDNIGHT BOWL
4X22,Scene 3,
4X22,Scene 4,NEW HORIZON PSYCHIATRIC CENTER
4X22,Scene 5,THE HALLWAY IN THE PSYCHIATRIC CENTER
4X22,Scene 6,A MEETING ROOM AT THE CENTER
4X22,Scene 7,AN OFFICE IN THE PSYCHIATRIC CENTER
4X22,Scene 8,A WASHROOM AT THE CENTER
4X22,Scene 9,
4X22,Scene 10,A DARK AREA
4X22,Scene 11,A LABORATORY AT A HOSPITAL
4X22,Scene 12,COUNSELLOR KAREN KOSSEFF'S OFFICE
4X22,Scene 13,ANGIE'S MIDNIGHT BOWL
4X22,Scene 14,AN INTERROGATION ROOM
4X22,Scene 15,ANGIE'S MIDNIGHT BOWL
4X22,Scene 16,SCULLY'S APARTMENT
4X22,Scene 17,NEW HORIZON PSYCHIATRIC CENTER - 11:42 PM
4X22,Scene 18,THE FRONT DESK AT THE CENTER
4X22,Scene 19,THE EXAM ROOM
4X22,Scene 20,THE EXAM ROOM
4X22,Scene 21,CHUCK FORSCH'S ROOM
4X22,Scene 22,THE LADIES' RESTROOM AT THE CENTER
4X22,Scene 23,
4X23,Scene 1,
4X23,Scene 2,
4X23,Scene 3,"PROVIDENCE, RI APRIL 12 6:15 AM"
4X23,Scene 4,"CASSANDRA RESIDENCE PROVIDENCE, RI"
4X23,Scene 5,
4X23,Scene 6,
4X23,Scene 7,
4X23,Scene 8,
4X23,Scene 9,
4X23,Scene 10,
4X23,Scene 11,
4X23,Scene 12,
4X23,Scene 13,"WARWICK, RI"
4X23,Scene 14,
4X23,Scene 15,
4X23,Scene 16,
4X23,Scene 17,9:25 PM
4X23,Scene 18,
4X23,Scene 19,
4X23,Scene 20,"QUONOCHONTAUG, RI"
4X23,Scene 21,
4X23,Scene 22,
4X23,Scene 23,
4X23,Scene 24,
4X24,Scene 1,ON TV SCREEN
4X24,Scene 2,MULDER'S APARTMENT
4X24,Scene 3,FBI HEADQUARTERS
4X24,Scene 4,"SAINT ELIAS MOUNTAINS YUKON TERRITORY, CANADA"
4X24,Scene 5,FBI HEADQUARTERS
4X24,Scene 6,"MRS SCULLY""S HOUSE"
4X24,Scene 7,SMITHSONIAN
4X24,Scene 8,LAB
4X24,Scene 9,STAIRWAY
4X24,Scene 10,FBI HEADQUARTERS
4X24,Scene 11,CAVERN
4X24,Scene 12,PALEOCLIMATOLOGY LAB AMERICAN UNIVERSITY
4X24,Scene 13,BASE CAMP - NIGHT
4X24,Scene 14,COMMUNICATIONS TENT
4X24,Scene 15,LAB
4X24,Scene 16,BASE CAMP - NIGHT
4X24,Scene 17,ROOM
4X24,Scene 18,"SOUTHEAST WASHINGTON, DC"
4X24,Scene 19,"FBI SCI-CRIME LAB WASHINGTON, DC"
4X24,Scene 20,WAREHOUSE
4X24,Scene 21,"DEPARTMENT OF DEFENSE RESEARCH FACILITY SETHBERG, VA"
4X24,Scene 22,WAREHOUSE
